source;country;speciality;#;gender;ethnicity;Is_foreigner;age;experience_level;was_awarded;has_photo;num_stars;num_reviews
top doctors;Mexico;cirugia oral y maxilofacial;13;male;israeli;True;null;null;False;True;5.0;1
top doctors;Mexico;cirugia pediatrica;0;male;hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia pediatrica;0;male;hispanic;False;29.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia pediatrica;1;female;hispanic;False;43.0;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia pediatrica;1;male;hispanic;False;54.0;senior2-level;False;False;5.0;1
top doctors;Mexico;cirugia pediatrica;2;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia pediatrica;3;male;hispanic;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia pediatrica;4;male;hispanic;False;41.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia pediatrica;5;male;hispanic;False;null;senior2-level;False;False;5.0;2
top doctors;Mexico;cirugia pediatrica;6;male;hispanic;False;27.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia pediatrica;7;male;hispanic;False;44.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia pediatrica;8;male;hispanic;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia pediatrica;9;male;french-hispanic;False;null;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia pediatrica;11;male;hispanic;False;20.0;senior2-level;False;True;5.0;4
top doctors;Mexico;cirugia pediatrica;13;female;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia pediatrica;14;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia pediatrica;15;male;hispanic;False;null;null;False;True;5.0;2
top doctors;Mexico;cirugia pediatrica;16;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia pediatrica;17;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia pediatrica;18;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia pediatrica;19;female;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;0;male;hispanic;False;27.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;0;male;hispanic;False;53.0;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia plastica estetica y reconstructiva;1;female;hispanic-arab;False;41.0;senior2-level;False;True;4.0;1
top doctors;Mexico;cirugia plastica estetica y reconstructiva;2;male;hispanic;False;29.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia plastica estetica y reconstructiva;2;male;hispanic;False;53.0;mid-level;False;True;0.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;3;male;hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia plastica estetica y reconstructiva;4;male;hispanic;False;null;senior2-level;False;True;4.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;4;male;hispanic;False;15.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;5;male;hispanic-german;False;29.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;5;male;hispanic;False;null;senior2-level;False;True;5.0;4
top doctors;Mexico;cirugia plastica estetica y reconstructiva;6;female;hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia plastica estetica y reconstructiva;6;female;hispanic;False;null;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia plastica estetica y reconstructiva;7;male;hispanic-german;False;30.0;senior2-level;False;True;5.0;4
top doctors;Mexico;cirugia plastica estetica y reconstructiva;10;male;hispanic;False;47.0;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia plastica estetica y reconstructiva;11;male;hispanic;False;48.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;12;male;hispanic;False;33.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;13;female;hispanic;False;24.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia plastica estetica y reconstructiva;14;female;hispanic;False;39.0;senior2-level;False;True;4.0;2
top doctors;Mexico;cirugia plastica estetica y reconstructiva;15;female;hispanic;False;37.0;senior2-level;False;True;5.0;3
top doctors;Mexico;cirugia plastica estetica y reconstructiva;19;male;hispanic;False;20.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia toracica;0;male;hispanic;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia toracica;0;male;hispanic;False;39.0;senior2-level;False;False;5.0;1
top doctors;Mexico;cirugia toracica;1;male;hispanic;False;28.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia toracica;1;male;english;True;72.0;senior2-level;False;True;0.0;0
top doctors;Mexico;cirugia toracica;2;male;hispanic-italian;False;17.0;senior2-level;False;True;5.0;2
top doctors;Mexico;cirugia toracica;3;female;hispanic;False;null;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia toracica;5;male;hispanic-arab;False;23.0;senior2-level;False;True;5.0;1
top doctors;Mexico;cirugia toracica;7;male;hispanic;False;22.0;null;False;True;0.0;0
top doctors;Mexico;cirugia toracica;8;male;hispanic;False;null;null;False;True;5.0;2
top doctors;Mexico;cirugia toracica;9;female;hispanic-arab;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia toracica;10;male;hispanic;False;null;null;False;False;0.0;0
top doctors;Mexico;cirugia toracica;11;male;hispanic;False;null;null;False;True;0.0;0
top doctors;Mexico;coloproctologia;0;female;hispanic;False;24.0;mid-level;False;True;5.0;3
top doctors;Mexico;coloproctologia;0;male;hispanic;False;38.0;senior2-level;False;True;5.0;3
top doctors;Mexico;coloproctologia;1;male;hispanic;False;25.0;senior2-level;False;True;5.0;5
top doctors;Mexico;coloproctologia;2;male;hispanic;False;null;senior2-level;False;True;5.0;5
top doctors;Mexico;coloproctologia;3;male;hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;coloproctologia;4;male;hispanic;False;null;senior2-level;False;True;4.0;5
top doctors;Mexico;coloproctologia;5;male;hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;coloproctologia;6;male;hispanic;False;29.0;senior2-level;False;True;5.0;4
top doctors;Mexico;coloproctologia;7;male;hispanic;False;43.0;senior2-level;False;True;5.0;2
top doctors;Mexico;coloproctologia;8;male;hispanic;False;50.0;senior2-level;False;True;0.0;0
top doctors;Mexico;coloproctologia;9;male;hispanic;False;25.0;senior2-level;False;True;5.0;4
top doctors;Mexico;coloproctologia;10;male;hispanic;False;null;null;False;True;5.0;2
top doctors;Mexico;coloproctologia;12;male;hispanic;False;null;senior2-level;False;True;5.0;2
top doctors;Mexico;coloproctologia;13;male;hispanic;False;28.0;senior2-level;False;True;0.0;0
top doctors;Mexico;coloproctologia;14;male;hispanic;False;41.0;senior2-level;False;True;5.0;2
top doctors;Mexico;coloproctologia;15;male;hispanic;False;null;senior2-level;False;True;5.0;3
top doctors;Mexico;coloproctologia;16;male;hispanic;False;36.0;mid-level;False;True;5.0;1
top doctors;Mexico;coloproctologia;17;male;hispanic;False;null;senior2-level;False;True;0.0;0
top doctors;Mexico;coloproctologia;18;male;hispanic;False;null;senior2-level;False;True;5.0;4
top doctors;Mexico;coloproctologia;19;male;french;True;null;senior2-level;False;True;5.0;3
